,Contract,MonthlyCharges,tenure,Dependents,SeniorCitizen,InternetService,StreamingTV,StreamingMovies,TechSupport,OnlineSecurity,Churn
3557,Month-to-month,59.45,33,No,1,DSL,Yes,Yes,No,Yes,No
3558,One year,92.2,28,Yes,0,Fiber optic,Yes,Yes,No,No,No
3559,Two year,19.85,27,No,0,No,No,No,No,No,No
3560,Month-to-month,43.9,7,No,0,DSL,No,No,No,No,No
3561,Month-to-month,80.5,26,No,0,Fiber optic,No,No,Yes,No,Yes
3562,Month-to-month,89.8,5,No,1,Fiber optic,No,Yes,No,No,Yes
3563,Month-to-month,90.5,30,No,1,Fiber optic,No,Yes,No,Yes,No
3564,One year,90.45,63,No,0,Fiber optic,No,Yes,No,No,No
3565,Month-to-month,50.75,1,No,0,DSL,No,No,No,No,Yes
3566,One year,84.6,53,Yes,0,DSL,Yes,Yes,Yes,No,No
3567,Month-to-month,89.65,14,Yes,0,Fiber optic,No,Yes,Yes,No,Yes
3568,Month-to-month,99.15,21,No,0,Fiber optic,Yes,Yes,Yes,No,No
3569,One year,19.95,17,No,0,No,No,No,No,No,No
3570,Two year,20.5,16,Yes,0,No,No,No,No,No,No
3571,Month-to-month,62.1,35,No,0,DSL,No,Yes,No,No,No
3572,Month-to-month,79.5,32,No,1,Fiber optic,No,Yes,No,No,No
3573,Month-to-month,19.55,28,Yes,0,No,No,No,No,No,No
3574,Month-to-month,20.35,1,No,0,No,No,No,No,No,No
3575,Month-to-month,51.7,59,No,0,DSL,Yes,Yes,Yes,No,No
3576,One year,23.3,72,Yes,0,No,No,No,No,No,No
3577,One year,65.4,36,No,0,DSL,No,Yes,Yes,No,Yes
3578,Month-to-month,65.1,40,No,0,DSL,Yes,No,No,Yes,No
3579,Month-to-month,81.2,40,Yes,0,Fiber optic,No,No,No,No,No
3580,Month-to-month,72.9,9,Yes,0,DSL,Yes,Yes,Yes,No,Yes
3581,Two year,74.5,63,Yes,0,DSL,Yes,No,Yes,Yes,No
3582,Month-to-month,80.5,3,No,0,Fiber optic,Yes,No,No,No,No
3583,One year,60.3,40,Yes,0,DSL,Yes,Yes,Yes,No,No
3584,Month-to-month,75.0,8,No,0,Fiber optic,No,No,No,Yes,No
3585,One year,90.15,34,No,1,Fiber optic,Yes,No,Yes,Yes,No
3586,Month-to-month,40.0,5,No,0,DSL,No,No,Yes,Yes,Yes
3587,Month-to-month,99.45,9,No,1,Fiber optic,Yes,Yes,No,No,Yes
3588,Month-to-month,69.05,9,No,0,DSL,No,Yes,No,No,No
3589,Month-to-month,59.7,31,Yes,0,DSL,No,Yes,No,No,No
3590,One year,19.85,50,No,0,No,No,No,No,No,No
3591,Month-to-month,86.25,2,No,0,Fiber optic,No,No,Yes,Yes,Yes
3592,Month-to-month,45.65,1,No,0,DSL,No,No,No,No,Yes
3593,Month-to-month,70.1,8,No,0,Fiber optic,No,No,No,No,Yes
3594,Month-to-month,40.75,9,No,0,DSL,No,Yes,No,No,No
3595,Month-to-month,70.2,2,No,1,Fiber optic,No,No,No,No,Yes
3596,Month-to-month,55.35,3,No,0,DSL,No,No,No,Yes,Yes
3597,Month-to-month,95.7,25,No,0,Fiber optic,Yes,Yes,Yes,No,No
3598,Month-to-month,46.3,1,No,1,DSL,No,No,No,No,No
3599,Month-to-month,81.3,45,Yes,0,DSL,Yes,No,Yes,Yes,No
3600,Month-to-month,84.2,51,Yes,1,Fiber optic,No,No,No,No,Yes
3601,Month-to-month,20.0,55,Yes,0,No,No,No,No,No,No
3602,Month-to-month,66.15,38,No,0,DSL,No,No,No,Yes,No
3603,Month-to-month,45.85,2,No,0,DSL,No,No,No,No,Yes
3604,Month-to-month,19.6,38,Yes,0,No,No,No,No,No,No
3605,Month-to-month,49.8,34,No,0,DSL,No,No,No,No,No
3606,One year,101.75,70,No,0,Fiber optic,Yes,Yes,No,No,No
3607,One year,55.15,13,No,0,DSL,No,No,Yes,Yes,No
3608,Month-to-month,75.25,39,No,0,Fiber optic,No,No,No,No,Yes
3609,One year,103.95,61,No,0,Fiber optic,Yes,Yes,No,No,No
3610,Month-to-month,100.15,12,No,0,Fiber optic,Yes,Yes,No,No,Yes
3611,Two year,99.65,41,No,0,Fiber optic,Yes,Yes,Yes,No,No
3612,Month-to-month,73.7,21,No,0,Fiber optic,No,No,No,No,No
3613,One year,50.05,55,No,1,DSL,Yes,Yes,No,No,No
3614,Two year,60.25,69,No,0,DSL,Yes,Yes,Yes,Yes,No
3615,Month-to-month,105.75,26,Yes,1,Fiber optic,Yes,Yes,No,No,Yes
3616,One year,87.3,69,No,1,Fiber optic,No,Yes,No,Yes,No
3617,Month-to-month,48.35,18,No,1,DSL,Yes,Yes,No,No,Yes
3618,Month-to-month,54.25,47,Yes,0,DSL,No,No,No,No,No
3619,Two year,85.3,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
3620,Month-to-month,50.0,33,No,1,DSL,Yes,No,Yes,No,No
3621,Month-to-month,24.4,2,Yes,0,DSL,No,No,No,No,Yes
3622,Two year,90.95,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
3623,Month-to-month,72.25,37,No,1,Fiber optic,No,No,No,No,No
3624,Month-to-month,96.1,62,Yes,1,Fiber optic,No,Yes,No,No,No
3625,Two year,19.85,71,No,0,No,No,No,No,No,No
3626,Month-to-month,55.3,23,Yes,0,DSL,No,No,Yes,No,No
3627,One year,20.1,16,No,0,No,No,No,No,No,No
3628,Month-to-month,69.5,9,No,0,DSL,Yes,No,Yes,Yes,No
3629,Two year,25.15,17,Yes,0,No,No,No,No,No,No
3630,Month-to-month,20.95,4,No,0,No,No,No,No,No,Yes
3631,Month-to-month,49.55,1,No,1,DSL,No,No,No,Yes,Yes
3632,Month-to-month,79.65,24,No,0,Fiber optic,No,No,No,No,No
3633,Month-to-month,71.25,1,No,1,Fiber optic,No,No,No,No,No
3634,Two year,113.8,72,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
3635,Two year,24.55,72,No,0,No,No,No,No,No,No
3636,Month-to-month,19.7,11,Yes,0,No,No,No,No,No,No
3637,Month-to-month,20.25,9,No,0,No,No,No,No,No,Yes
3638,Month-to-month,50.15,2,No,1,DSL,No,No,No,No,Yes
3639,One year,100.5,60,No,1,Fiber optic,Yes,Yes,No,No,No
3640,Month-to-month,95.9,29,No,1,Fiber optic,No,Yes,No,No,Yes
3641,Two year,74.45,49,No,0,DSL,Yes,Yes,Yes,No,No
3642,Month-to-month,104.1,30,No,1,Fiber optic,Yes,Yes,No,No,No
3643,One year,19.05,53,No,0,No,No,No,No,No,No
3644,Two year,25.0,39,Yes,0,No,No,No,No,No,No
3645,Month-to-month,19.05,9,No,0,No,No,No,No,No,No
3646,One year,81.9,39,No,0,Fiber optic,No,No,Yes,No,No
3647,Month-to-month,69.7,8,No,1,Fiber optic,No,No,No,No,No
3648,One year,90.15,51,Yes,0,Fiber optic,No,Yes,No,No,No
3649,Two year,25.35,71,Yes,0,No,No,No,No,No,No
3650,Two year,24.65,71,No,1,No,No,No,No,No,No
3651,Two year,19.55,70,No,1,No,No,No,No,No,No
3652,Month-to-month,25.25,1,No,1,DSL,No,No,No,No,Yes
3653,Two year,60.0,38,No,0,DSL,Yes,Yes,Yes,Yes,No
3654,Month-to-month,89.9,28,No,0,Fiber optic,No,Yes,No,No,No
3655,Month-to-month,19.4,32,No,0,No,No,No,No,No,No
3656,Two year,49.8,49,No,1,DSL,No,No,No,No,No
3657,Two year,24.1,37,Yes,0,No,No,No,No,No,No
3658,Month-to-month,54.25,10,No,0,DSL,No,No,Yes,No,No
3659,One year,109.9,67,No,0,Fiber optic,Yes,Yes,No,Yes,No
3660,One year,35.5,7,No,0,DSL,No,No,Yes,No,No
3661,One year,87.55,51,No,0,Fiber optic,Yes,Yes,No,No,No
3662,Month-to-month,45.15,9,No,0,DSL,No,No,No,No,Yes
3663,Month-to-month,88.4,9,No,0,Fiber optic,Yes,Yes,No,No,No
3664,Month-to-month,50.8,4,No,0,DSL,No,No,Yes,No,No
3665,Two year,99.0,71,No,0,Fiber optic,Yes,No,No,Yes,No
3666,Month-to-month,84.4,50,Yes,0,Fiber optic,Yes,No,No,No,Yes
3667,Two year,96.55,24,Yes,1,Fiber optic,Yes,Yes,No,No,No
3668,One year,59.75,22,No,0,DSL,Yes,No,No,Yes,No
3669,Month-to-month,111.5,44,No,0,Fiber optic,Yes,Yes,No,Yes,No
3670,Month-to-month,24.25,33,Yes,0,No,No,No,No,No,No
3671,Month-to-month,75.1,1,No,0,Fiber optic,No,No,No,No,Yes
3672,One year,70.15,54,No,0,DSL,Yes,Yes,No,No,Yes
3673,Month-to-month,101.75,42,No,0,Fiber optic,Yes,Yes,No,No,Yes
3674,Month-to-month,45.8,1,No,0,DSL,No,No,No,No,Yes
3675,Month-to-month,20.5,1,No,0,No,No,No,No,No,No
3676,One year,70.4,30,No,0,DSL,Yes,No,Yes,Yes,No
3677,Month-to-month,30.55,1,No,0,DSL,No,No,Yes,No,No
3678,Month-to-month,84.9,16,Yes,0,DSL,Yes,Yes,Yes,Yes,No
3679,Month-to-month,20.1,1,No,0,No,No,No,No,No,Yes
3680,Month-to-month,40.65,9,No,0,DSL,Yes,No,Yes,No,Yes
3681,Month-to-month,101.0,46,No,1,Fiber optic,Yes,Yes,No,No,Yes
3682,Month-to-month,69.1,1,No,0,Fiber optic,No,No,No,No,Yes
3683,Two year,54.5,71,No,0,DSL,No,No,Yes,Yes,No
3684,Month-to-month,75.35,43,No,0,Fiber optic,No,No,No,No,No
3685,One year,44.45,50,No,0,DSL,Yes,No,Yes,Yes,No
3686,Month-to-month,75.0,13,No,0,Fiber optic,No,No,No,No,Yes
3687,One year,100.0,19,Yes,0,Fiber optic,Yes,Yes,Yes,No,Yes
3688,Month-to-month,98.05,41,No,0,Fiber optic,Yes,Yes,No,No,No
3689,Month-to-month,71.15,1,No,1,Fiber optic,No,No,No,No,Yes
3690,Month-to-month,54.15,24,No,0,DSL,Yes,Yes,No,No,Yes
3691,One year,63.9,40,No,0,DSL,Yes,No,No,No,No
3692,Month-to-month,69.15,3,Yes,0,DSL,Yes,No,No,No,No
3693,One year,64.65,37,No,0,DSL,Yes,No,No,Yes,No
3694,Two year,108.75,67,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
3695,Month-to-month,98.85,32,Yes,0,Fiber optic,Yes,Yes,No,No,No
3696,Month-to-month,49.15,6,No,0,DSL,No,No,Yes,No,Yes
3697,Month-to-month,89.6,32,Yes,0,Fiber optic,Yes,No,No,Yes,No
3698,Month-to-month,83.25,59,No,0,Fiber optic,No,No,No,No,No
3699,One year,70.25,30,No,0,DSL,No,Yes,Yes,No,No
3700,Month-to-month,19.4,20,Yes,0,No,No,No,No,No,Yes
3701,Two year,24.5,27,Yes,0,No,No,No,No,No,No
3702,Month-to-month,79.15,20,No,1,Fiber optic,No,No,No,Yes,Yes
3703,One year,20.1,9,Yes,0,No,No,No,No,No,No
3704,One year,73.0,68,Yes,0,DSL,Yes,No,No,Yes,No
3705,Two year,61.4,69,Yes,0,DSL,No,No,Yes,Yes,No
3706,Month-to-month,84.3,26,No,0,Fiber optic,No,No,Yes,No,No
3707,Two year,19.9,69,Yes,0,No,No,No,No,No,No
3708,Two year,20.4,11,No,0,No,No,No,No,No,No
3709,Month-to-month,50.75,1,No,0,DSL,No,No,No,No,No
3710,One year,20.45,10,Yes,0,No,No,No,No,No,No
3711,One year,75.75,55,Yes,0,DSL,No,Yes,Yes,Yes,No
3712,One year,65.4,44,No,0,DSL,Yes,No,Yes,Yes,No
3713,Month-to-month,80.4,46,No,1,Fiber optic,No,Yes,No,No,Yes
3714,Two year,59.75,69,Yes,0,DSL,No,No,No,Yes,No
3715,Month-to-month,78.5,11,No,1,Fiber optic,No,Yes,No,No,No
3716,Month-to-month,102.0,11,No,0,Fiber optic,Yes,Yes,No,No,Yes
3717,Month-to-month,48.95,29,No,0,DSL,No,No,No,No,No
3718,Month-to-month,99.65,57,No,0,Fiber optic,Yes,Yes,No,Yes,No
3719,One year,18.25,28,No,0,No,No,No,No,No,No
3720,Month-to-month,54.55,42,No,0,DSL,No,No,No,Yes,No
3721,Month-to-month,20.65,2,No,0,No,No,No,No,No,Yes
3722,One year,40.65,23,Yes,0,DSL,No,No,Yes,Yes,No
3723,Month-to-month,20.45,18,Yes,0,No,No,No,No,No,No
3724,One year,24.8,62,Yes,0,No,No,No,No,No,No
3725,Month-to-month,70.8,1,No,0,Fiber optic,No,No,No,No,Yes
3726,Month-to-month,89.05,16,No,0,Fiber optic,No,Yes,Yes,No,Yes
3727,Month-to-month,96.6,3,No,0,Fiber optic,Yes,Yes,No,No,Yes
3728,One year,88.8,67,No,0,DSL,Yes,Yes,Yes,Yes,No
3729,Two year,20.05,62,No,0,No,No,No,No,No,No
3730,Month-to-month,104.5,57,No,0,Fiber optic,Yes,Yes,No,No,Yes
3731,Month-to-month,69.8,2,No,0,Fiber optic,No,No,No,No,No
3732,Two year,77.15,23,Yes,0,DSL,Yes,No,Yes,Yes,No
3733,Two year,35.05,25,Yes,0,DSL,No,No,Yes,Yes,No
3734,Two year,108.1,72,No,1,Fiber optic,Yes,Yes,Yes,No,No
3735,Month-to-month,84.05,2,No,0,Fiber optic,Yes,No,No,No,No
3736,One year,20.2,8,No,0,No,No,No,No,No,No
3737,Month-to-month,50.6,5,No,0,DSL,No,No,No,No,Yes
3738,Month-to-month,49.2,35,No,0,DSL,Yes,Yes,No,No,No
3739,One year,24.6,24,No,0,No,No,No,No,No,No
3740,Month-to-month,71.65,2,Yes,0,Fiber optic,No,No,No,No,No
3741,Two year,104.9,72,Yes,0,Fiber optic,No,Yes,Yes,Yes,No
3742,Month-to-month,106.5,41,No,0,Fiber optic,Yes,No,Yes,Yes,No
3743,Month-to-month,49.35,4,Yes,0,DSL,No,No,No,Yes,Yes
3744,One year,75.5,26,No,0,Fiber optic,No,No,No,No,No
3745,Month-to-month,94.25,7,No,0,Fiber optic,Yes,Yes,No,No,Yes
3746,Month-to-month,68.95,1,No,0,Fiber optic,No,No,No,No,Yes
3747,Month-to-month,58.5,4,Yes,0,DSL,No,No,Yes,No,No
3748,Two year,78.9,48,No,0,DSL,Yes,Yes,Yes,No,No
3749,Month-to-month,93.85,2,No,1,Fiber optic,Yes,Yes,No,No,Yes
3750,One year,79.2,12,No,1,DSL,Yes,Yes,Yes,Yes,No
3751,Month-to-month,109.45,60,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
3752,Two year,59.2,55,No,0,DSL,No,No,Yes,Yes,No
3753,Month-to-month,29.15,1,No,0,DSL,No,No,Yes,No,No
3754,Month-to-month,20.05,1,No,0,No,No,No,No,No,No
3755,Month-to-month,76.05,4,No,0,Fiber optic,No,No,No,No,Yes
3756,Month-to-month,24.45,1,No,0,DSL,No,No,No,No,Yes
3757,Two year,66.5,42,No,0,DSL,No,Yes,Yes,No,No
3758,Month-to-month,49.55,1,No,0,DSL,No,No,No,Yes,No
3759,Month-to-month,89.35,7,No,0,Fiber optic,Yes,No,No,No,Yes
3760,Month-to-month,73.6,3,No,0,Fiber optic,No,No,No,No,No
3761,Two year,82.65,72,No,0,DSL,Yes,Yes,No,Yes,No
3762,Month-to-month,49.0,15,No,0,DSL,No,No,No,No,No
3763,Month-to-month,80.35,4,No,0,Fiber optic,Yes,No,No,No,Yes
3764,One year,25.2,11,No,0,No,No,No,No,No,No
3765,Month-to-month,25.45,5,No,0,No,No,No,No,No,No
3766,Month-to-month,55.8,1,No,1,DSL,No,No,No,Yes,Yes
3767,Two year,110.9,72,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
3768,Month-to-month,77.75,55,No,0,Fiber optic,No,No,No,No,No
3769,Month-to-month,26.2,40,Yes,0,No,No,No,No,No,No
3770,Two year,19.9,57,No,0,No,No,No,No,No,No
3771,Month-to-month,79.05,1,No,0,Fiber optic,Yes,No,No,No,Yes
3772,Month-to-month,95.0,1,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
3773,Month-to-month,25.2,1,No,0,DSL,No,No,No,No,Yes
3774,One year,80.85,52,Yes,1,DSL,Yes,Yes,No,No,No
3775,Month-to-month,98.4,41,No,1,Fiber optic,Yes,Yes,No,No,Yes
3776,One year,56.35,43,No,0,DSL,Yes,No,No,No,No
3777,Two year,19.3,47,Yes,0,No,No,No,No,No,No
3778,Month-to-month,50.4,3,No,0,DSL,No,No,No,No,No
3779,Two year,79.4,66,Yes,1,DSL,Yes,No,Yes,Yes,Yes
3780,Two year,55.25,55,Yes,0,DSL,No,No,Yes,No,No
3781,One year,19.1,29,No,0,No,No,No,No,No,No
3782,Month-to-month,84.05,12,Yes,0,Fiber optic,Yes,No,No,No,No
3783,Month-to-month,105.2,66,No,0,Fiber optic,Yes,Yes,No,No,No
3784,Month-to-month,101.4,35,No,1,Fiber optic,Yes,Yes,No,No,Yes
3785,Month-to-month,89.8,10,No,1,Fiber optic,No,Yes,No,No,Yes
3786,Month-to-month,75.75,27,Yes,0,Fiber optic,No,No,No,No,No
3787,Month-to-month,95.3,58,No,0,Fiber optic,Yes,Yes,Yes,No,No
3788,Two year,109.75,54,No,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
3789,Month-to-month,19.85,9,No,0,No,No,No,No,No,No
3790,One year,19.3,2,No,0,No,No,No,No,No,Yes
3791,Month-to-month,69.1,6,No,0,Fiber optic,No,No,No,No,No
3792,Month-to-month,91.25,26,No,1,Fiber optic,Yes,Yes,No,No,Yes
3793,Month-to-month,20.25,9,No,0,No,No,No,No,No,No
3794,Month-to-month,54.75,8,No,0,DSL,No,No,No,No,No
3795,Month-to-month,81.45,12,No,0,Fiber optic,Yes,No,No,No,No
3796,Month-to-month,49.1,15,No,0,DSL,No,No,No,No,Yes
3797,One year,80.2,43,No,0,DSL,Yes,Yes,No,Yes,No
3798,Month-to-month,100.3,42,No,0,Fiber optic,Yes,Yes,Yes,No,No
3799,Month-to-month,65.25,31,No,0,DSL,No,No,Yes,Yes,Yes
3800,Two year,90.95,66,Yes,0,Fiber optic,No,No,Yes,Yes,No
3801,Month-to-month,85.45,18,No,1,Fiber optic,No,No,Yes,No,Yes
3802,Month-to-month,20.0,1,No,0,No,No,No,No,No,No
3803,Two year,94.1,61,No,0,Fiber optic,Yes,No,Yes,No,Yes
3804,Month-to-month,79.85,10,No,0,Fiber optic,No,No,No,No,No
3805,Month-to-month,71.65,1,No,1,Fiber optic,No,No,No,No,Yes
3806,Month-to-month,73.55,18,No,1,Fiber optic,No,No,No,No,No
3807,Month-to-month,104.65,24,No,0,Fiber optic,Yes,Yes,No,No,Yes
3808,Month-to-month,19.3,3,Yes,0,No,No,No,No,No,No
3809,One year,20.15,50,No,0,No,No,No,No,No,No
3810,Month-to-month,44.55,1,Yes,0,DSL,No,No,No,No,No
3811,Month-to-month,54.45,2,No,0,DSL,No,No,Yes,Yes,No
3812,One year,19.65,17,No,0,No,No,No,No,No,No
3813,Two year,105.0,69,Yes,0,Fiber optic,Yes,Yes,No,No,No
3814,Two year,88.7,72,No,0,DSL,Yes,Yes,Yes,Yes,No
3815,Month-to-month,74.25,3,No,0,Fiber optic,No,No,No,No,Yes
3816,Two year,75.15,50,Yes,1,DSL,No,Yes,No,Yes,No
3817,Two year,20.25,53,No,0,No,No,No,No,No,No
3818,Two year,109.1,58,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
3819,One year,30.75,46,No,0,DSL,No,No,No,Yes,No
3820,Month-to-month,112.9,72,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
3821,Month-to-month,74.2,1,No,1,Fiber optic,No,No,No,No,Yes
3822,Month-to-month,94.05,6,Yes,0,Fiber optic,Yes,No,No,No,No
3823,Two year,78.85,72,No,0,DSL,No,Yes,Yes,Yes,No
3824,Month-to-month,55.3,4,No,0,DSL,No,Yes,No,No,No
3825,Two year,19.35,52,Yes,0,No,No,No,No,No,No
3826,Two year,25.35,0,Yes,0,No,No,No,No,No,No
3827,One year,20.45,2,No,0,No,No,No,No,No,No
3828,Two year,19.35,65,No,0,No,No,No,No,No,No
3829,Month-to-month,101.0,43,No,1,Fiber optic,Yes,Yes,No,No,Yes
3830,Month-to-month,100.2,4,No,0,Fiber optic,Yes,Yes,No,No,Yes
3831,One year,89.05,25,No,1,Fiber optic,No,Yes,No,Yes,Yes
3832,One year,78.65,51,No,0,DSL,Yes,Yes,Yes,No,No
3833,Month-to-month,74.75,12,No,0,DSL,Yes,Yes,No,No,No
3834,One year,70.1,57,Yes,0,DSL,Yes,Yes,No,Yes,Yes
3835,One year,19.9,24,Yes,0,No,No,No,No,No,No
3836,One year,58.35,64,No,0,DSL,No,No,Yes,No,No
3837,One year,105.65,4,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
3838,Month-to-month,100.5,26,No,0,Fiber optic,Yes,Yes,No,No,No
3839,Month-to-month,20.05,15,Yes,0,No,No,No,No,No,No
3840,Two year,25.65,64,No,1,No,No,No,No,No,No
3841,Month-to-month,96.5,36,No,1,Fiber optic,Yes,Yes,No,No,Yes
3842,Month-to-month,95.0,27,No,0,Fiber optic,Yes,Yes,No,No,No
3843,Month-to-month,70.85,1,No,1,Fiber optic,No,No,No,No,Yes
3844,One year,85.95,35,No,0,DSL,Yes,Yes,Yes,Yes,Yes
3845,Month-to-month,73.9,4,No,0,Fiber optic,No,No,No,No,Yes
3846,Month-to-month,45.45,8,Yes,0,DSL,No,No,No,No,No
3847,Month-to-month,20.0,10,No,0,No,No,No,No,No,No
3848,Month-to-month,49.2,2,No,0,DSL,No,No,No,No,No
3849,Two year,109.45,58,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
3850,Two year,83.25,51,No,0,DSL,Yes,Yes,Yes,Yes,No
3851,Two year,19.25,46,Yes,0,No,No,No,No,No,No
3852,Month-to-month,19.65,1,No,0,No,No,No,No,No,No
3853,Month-to-month,72.8,46,No,0,Fiber optic,No,No,No,No,No
3854,Month-to-month,109.65,50,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
3855,Month-to-month,65.0,53,Yes,0,DSL,Yes,No,Yes,No,No
3856,Month-to-month,114.1,61,No,0,Fiber optic,Yes,Yes,Yes,No,No
3857,Month-to-month,20.65,5,No,0,No,No,No,No,No,No
3858,One year,86.95,47,No,0,DSL,Yes,Yes,Yes,Yes,No
3859,One year,94.75,54,No,0,Fiber optic,Yes,No,No,No,No
3860,Month-to-month,25.35,19,Yes,0,DSL,No,No,No,No,No
3861,Two year,105.45,26,Yes,0,Fiber optic,Yes,Yes,Yes,No,No
3862,Two year,25.4,70,Yes,0,No,No,No,No,No,No
3863,Month-to-month,102.55,17,No,0,Fiber optic,Yes,Yes,No,No,No
3864,Month-to-month,100.2,30,No,0,Fiber optic,Yes,Yes,No,No,Yes
3865,Month-to-month,24.0,1,Yes,0,No,No,No,No,No,No
3866,Two year,25.6,19,Yes,0,No,No,No,No,No,No
3867,Two year,73.5,26,No,0,DSL,Yes,Yes,No,No,No
3868,Month-to-month,74.05,21,Yes,0,Fiber optic,No,No,No,No,Yes
3869,One year,98.25,50,No,0,Fiber optic,Yes,Yes,No,No,No
3870,One year,54.4,68,No,0,DSL,Yes,Yes,No,Yes,No
3871,Month-to-month,101.55,3,No,0,Fiber optic,Yes,Yes,No,No,Yes
3872,Month-to-month,103.1,9,Yes,0,Fiber optic,Yes,Yes,Yes,No,No
3873,Two year,34.2,51,Yes,0,DSL,No,No,Yes,Yes,No
3874,Month-to-month,43.75,9,No,0,DSL,No,No,No,No,No
3875,One year,111.95,41,Yes,1,Fiber optic,Yes,Yes,Yes,No,Yes
3876,Month-to-month,100.65,22,No,0,Fiber optic,Yes,Yes,No,No,No
3877,One year,55.95,21,Yes,0,DSL,Yes,Yes,No,Yes,Yes
3878,Two year,116.05,71,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
3879,Month-to-month,45.75,1,No,0,DSL,No,No,No,No,Yes
3880,One year,82.0,26,Yes,0,DSL,Yes,Yes,Yes,No,No
3881,Two year,65.15,71,No,0,DSL,No,No,Yes,Yes,No
3882,Month-to-month,44.8,4,No,0,DSL,No,No,No,No,No
3883,Month-to-month,79.8,12,No,0,Fiber optic,No,No,No,Yes,No
3884,Month-to-month,88.85,18,No,0,Fiber optic,Yes,No,Yes,No,No
3885,Month-to-month,74.95,3,No,0,Fiber optic,No,No,No,No,No
3886,One year,106.85,72,No,1,Fiber optic,Yes,Yes,No,Yes,No
3887,Month-to-month,74.95,11,No,0,Fiber optic,No,No,No,No,Yes
3888,Month-to-month,80.15,1,No,0,Fiber optic,No,Yes,No,No,Yes
3889,One year,19.3,13,No,0,No,No,No,No,No,No
3890,One year,109.25,72,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
3891,One year,56.1,42,No,0,DSL,No,No,No,Yes,No
3892,Month-to-month,19.7,17,No,0,No,No,No,No,No,No
3893,Month-to-month,51.3,7,No,1,DSL,No,No,No,No,No
3894,Two year,118.6,68,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
3895,Two year,24.15,56,Yes,0,No,No,No,No,No,No
3896,One year,20.3,38,Yes,0,No,No,No,No,No,No
3897,Two year,115.5,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
3898,One year,25.05,48,No,0,No,No,No,No,No,No
3899,Month-to-month,109.1,52,No,1,Fiber optic,Yes,Yes,No,Yes,No
3900,One year,19.65,35,Yes,0,No,No,No,No,No,No
3901,Two year,111.3,67,No,0,Fiber optic,Yes,Yes,Yes,No,No
3902,Month-to-month,29.9,1,No,0,DSL,No,No,No,Yes,No
3903,Month-to-month,80.6,53,No,0,Fiber optic,No,No,Yes,No,No
3904,Month-to-month,20.8,34,Yes,0,No,No,No,No,No,No
3905,Month-to-month,35.2,3,No,0,DSL,Yes,No,No,No,Yes
3906,Month-to-month,78.8,1,No,0,Fiber optic,Yes,No,No,No,Yes
3907,Month-to-month,89.95,19,No,0,Fiber optic,Yes,No,Yes,No,No
3908,Two year,116.05,60,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
3909,Two year,19.55,11,No,0,No,No,No,No,No,No
3910,Month-to-month,106.4,47,No,0,Fiber optic,Yes,Yes,No,No,Yes
3911,Month-to-month,49.4,18,No,0,DSL,No,No,No,Yes,Yes
3912,Two year,115.25,60,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
3913,Two year,24.8,72,No,0,No,No,No,No,No,No
3914,One year,19.9,39,No,0,No,No,No,No,No,No
3915,One year,81.25,59,No,0,Fiber optic,No,No,No,Yes,No
3916,Month-to-month,69.95,2,Yes,0,Fiber optic,No,No,No,No,No
3917,Month-to-month,69.1,1,No,1,Fiber optic,No,No,No,No,Yes
3918,Month-to-month,90.2,20,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
3919,Month-to-month,93.55,6,No,0,Fiber optic,Yes,Yes,No,No,Yes
3920,Two year,86.4,71,No,0,Fiber optic,No,No,Yes,No,No
3921,Month-to-month,66.3,24,No,0,DSL,No,No,No,Yes,No
3922,Month-to-month,94.65,67,No,1,Fiber optic,Yes,Yes,No,No,No
3923,Month-to-month,80.85,1,No,0,Fiber optic,No,Yes,No,No,Yes
3924,One year,82.05,48,Yes,0,Fiber optic,No,Yes,No,No,Yes
3925,One year,72.1,37,No,0,DSL,No,Yes,Yes,No,No
3926,Month-to-month,34.7,11,No,0,DSL,No,No,No,No,No
3927,Month-to-month,20.55,3,No,0,No,No,No,No,No,Yes
3928,Month-to-month,95.95,18,No,0,Fiber optic,Yes,Yes,No,No,No
3929,One year,44.8,50,Yes,0,DSL,No,No,No,No,No
3930,One year,109.4,67,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
3931,Month-to-month,71.05,25,No,0,DSL,No,Yes,Yes,Yes,No
